S1_Temp,S2_Temp,S3_Temp,S1_Light,S2_Light,S3_Light,S1_Sound,S2_Sound,S3_Sound,S5_CO2,y_actual
26,26.13,25.81,16,20,93,0.07,0.05,0.06,755,0
25.94,26.13,25.81,16,20,91,0.07,0.05,0.06,750,0
25.94,26.13,25.81,16,20,90,0.07,0.05,0.05,755,0
25.94,26.13,25.81,15,20,90,0.07,0.05,0.06,750,0
25.94,26.06,25.81,15,20,89,0.07,0.05,0.06,750,0
25.94,26.13,25.81,15,20,89,0.07,0.05,0.06,755,0
25.94,26.06,25.81,15,20,89,0.07,0.05,0.06,755,0
25.94,26.06,25.75,15,20,89,0.07,0.05,0.07,750,0
25.94,26.06,25.75,15,20,88,0.07,0.05,0.06,755,0
25.94,26.06,25.81,15,20,89,0.07,0.05,0.06,750,0
25.94,26.06,25.75,15,20,88,0.06,0.05,0.06,740,0
25.94,26.06,25.75,14,19,86,0.07,0.05,0.06,730,0
25.94,26.06,25.75,14,19,85,0.09,0.05,0.07,730,0
25.94,26.06,25.75,14,18,84,0.07,0.06,0.09,720,0
25.94,26.06,25.81,14,18,84,0.08,0.05,0.07,715,0
25.94,26.06,25.75,14,18,83,0.07,0.06,0.07,710,0
25.88,26.06,25.75,14,18,82,0.08,0.04,0.07,715,0
25.94,26.06,25.75,14,17,80,0.08,0.06,0.08,715,0
25.94,26,25.75,14,18,82,0.08,0.05,0.07,715,0
25.94,26,25.75,14,19,85,0.07,0.05,0.06,715,0
25.94,26,25.75,14,19,85,0.06,0.05,0.06,715,0
25.88,26,25.75,14,19,86,0.08,0.06,0.06,705,0
25.88,26,25.75,14,19,86,0.07,0.05,0.08,705,0
25.88,26,25.75,14,19,86,0.07,0.05,0.06,705,0
25.88,26,25.75,14,19,87,0.07,0.05,0.05,705,0
25.88,26,25.75,14,19,85,0.06,0.05,0.06,695,0
25.88,26,25.75,14,19,85,0.08,0.06,0.07,690,0
25.88,26,25.75,14,18,85,0.06,0.05,0.06,690,0
25.88,26,25.75,14,19,85,0.07,0.05,0.06,695,0
25.88,25.94,25.75,15,19,87,0.08,0.05,0.06,690,0
25.88,25.94,25.75,15,20,90,0.08,0.05,0.06,685,0
25.81,25.94,25.75,15,19,89,0.08,0.05,0.06,680,0
25.88,25.94,25.75,14,19,88,0.07,0.05,0.06,685,0
25.88,25.94,25.75,14,18,85,0.07,0.05,0.06,690,0
25.88,25.94,25.75,14,17,83,0.07,0.06,0.08,685,0
25.88,25.94,25.75,14,17,81,0.08,0.1,0.11,685,0
25.88,25.94,25.75,14,17,80,0.07,0.06,0.06,680,0
25.88,25.94,25.75,14,17,80,0.08,0.05,0.06,675,0
25.88,25.94,25.75,13,16,79,0.07,0.1,0.06,680,0
25.88,25.94,25.75,14,17,80,0.07,0.05,0.08,675,0
25.88,25.94,25.75,14,17,80,0.08,0.07,0.08,675,0
25.81,25.94,25.75,14,16,80,0.08,0.05,0.08,675,0
25.88,25.88,25.69,13,17,80,0.08,0.04,0.06,675,0
25.81,25.94,25.75,13,16,79,0.1,0.05,0.06,670,0
25.81,25.88,25.69,13,16,79,0.07,0.05,0.12,655,0
25.88,25.88,25.69,13,16,78,0.07,0.05,0.06,655,0
25.81,25.88,25.69,13,16,78,0.07,0.05,0.06,650,0
25.88,25.94,25.69,13,16,78,0.07,0.05,0.07,650,0
25.81,25.88,25.75,13,16,79,0.08,0.11,0.09,640,0
25.81,25.88,25.69,14,17,80,0.06,0.05,0.06,640,0
25.88,25.88,25.69,14,17,81,0.07,0.05,0.06,640,0
25.81,25.88,25.75,14,17,81,0.07,0.05,0.06,635,0
25.81,25.88,25.69,14,16,80,0.07,0.05,0.06,625,0
25.81,25.88,25.69,13,17,80,0.08,0.05,0.06,630,0
25.81,25.88,25.69,13,16,80,0.07,0.05,0.06,625,0
25.81,25.88,25.69,13,16,80,0.07,0.07,0.07,620,0
25.88,25.88,25.69,13,16,80,0.07,0.05,0.06,615,0
25.81,25.88,25.69,13,16,80,0.07,0.05,0.06,610,0
25.81,25.88,25.69,13,16,79,0.07,0.06,0.07,600,0
25.81,25.88,25.69,13,16,79,0.08,0.05,0.07,600,0
25.81,25.88,25.69,13,16,80,0.07,0.05,0.06,595,0
25.81,25.88,25.69,13,16,79,0.07,0.05,0.07,600,0
25.81,25.88,25.69,13,16,79,0.07,0.05,0.07,600,0
25.81,25.88,25.69,13,15,78,0.07,0.05,0.07,600,0
25.81,25.88,25.69,107,33,77,1.29,0.4,0.06,595,1
25.81,25.88,25.69,112,34,76,0.9,0.36,0.41,595,1
25.81,25.88,25.69,114,35,77,0.07,0.05,0.06,595,1
25.88,25.88,25.69,116,35,77,0.18,0.06,0.07,590,1
25.88,25.88,25.69,118,35,79,0.21,0.05,0.13,590,1
25.88,25.88,25.69,119,35,76,0.24,0.11,0.11,595,1
25.88,25.88,25.69,119,35,74,0.26,0.06,0.06,585,1
25.88,25.88,25.69,119,35,73,0.08,0.05,0.05,590,1
25.88,25.88,25.63,120,35,72,0.17,0.05,0.07,595,1
25.88,25.88,25.69,120,34,71,1.51,0.69,0.57,595,1
25.88,25.88,25.63,120,34,71,0.08,0.05,0.06,590,1
25.88,25.88,25.63,120,34,71,0.07,0.05,0.06,580,1
25.88,25.88,25.63,120,34,70,0.08,0.05,0.06,580,1
25.94,25.88,25.63,120,34,70,0.08,0.05,0.06,580,1
25.94,25.88,25.63,120,34,70,0.07,0.05,0.59,580,1
25.94,25.88,25.63,120,34,70,1.71,0.63,0.07,580,1
25.88,25.88,25.63,120,34,70,0.07,0.05,0.06,580,1
25.94,25.88,25.63,119,34,70,0.17,0.05,0.48,575,1
25.94,25.88,25.63,120,34,68,1.49,0.58,0.15,575,1
25.88,25.81,25.56,120,33,67,1.44,0.49,0.52,570,1
25.94,25.81,25.63,119,33,68,0.21,0.06,0.09,570,1
25.94,25.81,25.63,120,34,69,1.75,0.06,0.55,570,1
25.94,25.88,25.63,120,33,69,0.72,0.63,0.26,570,1
25.94,25.88,25.63,119,33,67,0.1,0.25,0.06,575,1
25.94,25.88,25.63,119,33,67,0.08,0.09,0.07,570,1
25.94,25.81,25.63,119,33,65,0.08,0.12,0.09,575,1
25.94,25.81,25.63,120,33,65,0.07,0.05,0.08,575,1
25.94,25.81,25.63,119,32,64,0.08,0.08,0.07,575,1
25.94,25.81,25.63,119,32,65,0.32,0.09,0.09,575,1
26,25.81,25.63,119,33,65,0.08,0.05,0.07,575,1
25.94,25.81,25.63,119,33,65,0.07,0.05,0.16,565,1
25.94,25.81,25.63,119,33,65,0.41,0.12,0.06,570,1
25.94,25.81,25.63,119,32,65,0.94,0.1,0.1,575,1
26,25.88,25.63,119,33,66,0.1,0.16,0.12,565,1
26,25.81,25.63,119,33,67,0.47,0.1,0.2,570,1
25.94,25.81,25.63,119,33,67,0.63,0.15,0.09,570,1
25.94,25.81,25.63,120,33,68,0.3,0.1,0.1,570,1
26,25.81,25.63,119,33,68,0.2,0.1,0.08,565,1
26,25.81,25.63,119,33,67,0.09,0.06,0.06,565,1
26,25.81,25.63,120,33,67,0.1,0.05,0.06,565,1
26,25.81,25.63,120,33,67,0.13,0.05,0.06,560,1
26,25.81,25.63,119,33,66,1.69,0.05,0.16,560,1
26,25.81,25.63,119,33,66,0.07,0.17,0.06,565,1
26,25.81,25.63,119,33,65,1.64,0.18,0.12,570,1
26,25.81,25.63,119,33,65,0.07,0.05,0.06,565,1
26,25.81,25.63,119,32,65,0.08,0.06,0.07,570,1
26,25.81,25.63,119,32,64,0.08,0.05,0.06,575,1
26,25.81,25.69,119,32,64,0.21,0.05,0.07,580,1
26.06,25.81,25.63,119,32,62,0.22,0.06,0.06,575,1
26.06,25.81,25.69,119,31,61,0.54,0.07,0.25,580,1
26,25.81,25.63,119,31,61,0.17,0.17,0.07,585,1
26,25.81,25.63,119,31,61,0.54,0.05,0.23,585,1
26,25.81,25.63,119,31,60,0.29,0.14,0.24,590,1
26.06,25.81,25.69,119,31,59,0.08,0.05,0.06,590,1
26,25.81,25.63,119,31,59,0.09,0.06,0.05,590,1
26,25.81,25.63,119,31,58,0.07,0.05,0.06,590,1
26,25.75,25.63,119,30,57,0.07,0.06,0.06,590,1
26.06,25.75,25.63,118,30,57,0.08,0.05,0.08,585,1
26.06,25.75,25.56,119,30,56,0.08,0.06,0.08,595,1
26,25.75,25.63,119,30,55,0.15,0.06,0.05,600,1
26,25.75,25.56,119,30,55,0.08,0.05,0.06,600,1
26,25.81,25.63,119,30,55,0.09,0.05,0.06,595,1
26,25.81,25.56,118,30,54,0.07,0.05,0.06,595,1
26,25.81,25.56,118,29,54,0.09,0.05,0.06,595,1
26,25.81,25.63,119,29,54,0.08,0.05,0.06,595,1
26,25.75,25.56,119,29,54,0.09,0.05,0.07,590,1
26,25.81,25.56,119,29,54,0.23,0.09,0.11,595,1
26.06,25.81,25.56,119,29,54,0.29,0.11,0.1,595,1
26,25.75,25.56,119,29,54,0.31,0.12,0.09,595,1
26,25.81,25.56,119,29,54,0.07,0.05,0.07,595,1
26.06,25.75,25.63,119,29,54,0.08,0.05,0.06,590,1
26.06,25.75,25.63,119,29,53,0.07,0.06,0.08,590,1
26.06,25.75,25.56,119,29,53,0.09,0.06,0.12,595,1
26,25.75,25.56,119,29,53,0.34,0.17,0.13,595,1
26.06,25.75,25.63,118,29,53,0.11,0.05,0.08,595,1
26.06,25.75,25.56,119,29,52,0.08,0.05,0.07,595,1
26.06,25.75,25.56,118,29,52,0.13,0.07,0.05,595,1
26.06,25.75,25.56,118,29,51,0.08,0.05,0.18,605,1
26.06,25.75,25.56,118,29,51,0.44,0.27,0.26,605,1
26.06,25.75,25.56,119,29,51,3.84,0.05,0.3,605,1
26.06,25.75,25.56,119,29,50,0.43,0.12,0.14,600,1
26.06,25.75,25.56,118,29,50,0.08,0.05,0.07,595,1
26.06,25.75,25.56,118,28,49,0.18,0.05,0.06,595,1
26.06,25.75,25.56,118,28,49,0.13,0.05,0.05,595,1
26.06,25.75,25.56,117,28,49,0.19,0.06,0.1,595,1
26.06,25.75,25.56,118,28,50,0.21,0.09,0.06,600,1
26.06,25.75,25.56,118,28,50,0.08,0.05,0.08,605,1
26.06,25.75,25.56,118,28,50,0.09,0.05,0.06,605,1
26.06,25.75,25.56,117,28,50,0.13,0.06,0.07,605,1
26.06,25.75,25.56,118,28,49,0.12,0.06,0.1,605,1
26.06,25.75,25.56,118,28,49,0.08,0.05,0.07,605,1
26,25.75,25.56,117,28,49,0.15,0.06,0.1,615,1
26.06,25.75,25.56,117,28,48,0.08,0.06,0.06,610,1
26.06,25.75,25.56,117,28,47,0.08,0.05,0.07,615,1
26.06,25.75,25.56,118,27,46,0.07,0.05,0.07,620,1
26.06,25.75,25.63,117,27,46,0.07,0.05,0.09,615,1
26.06,25.75,25.56,117,27,45,0.1,0.06,0.06,610,1
26.06,25.69,25.63,117,27,45,0.07,0.05,0.06,615,1
26.13,25.75,25.56,117,27,45,0.16,0.05,0.15,605,1
26.06,25.75,25.56,116,27,45,0.83,0.18,0.09,610,1
26.06,25.75,25.56,116,27,45,0.15,0.05,0.07,610,1
26.06,25.75,25.56,117,27,45,0.07,0.05,0.07,610,1
26.06,25.75,25.56,116,27,45,0.23,0.1,0.16,620,1
26.06,25.75,25.56,117,26,44,0.08,0.05,0.06,620,1
26.06,25.75,25.56,116,26,44,0.16,0.06,0.06,620,1
26.06,25.75,25.56,116,26,43,0.07,0.05,0.07,615,1
26.06,25.69,25.56,117,26,43,0.08,0.06,0.06,620,1
26.06,25.75,25.56,116,26,43,0.43,0.21,0.17,625,1
26.06,25.75,25.56,116,26,42,0.09,0.05,0.06,615,1
26.06,25.75,25.63,116,26,41,0.07,0.04,0.06,620,1
26.06,25.75,25.63,116,26,40,0.07,0.05,0.06,620,1
26.06,25.75,25.56,115,25,40,0.16,0.05,0.06,620,1
26.06,25.75,25.56,115,25,40,0.06,0.05,0.06,620,1
26.13,25.75,25.56,116,25,40,0.07,0.05,0.07,620,1
26.06,25.75,25.56,115,25,39,0.5,0.11,0.15,615,1
26.13,25.69,25.56,116,25,39,0.24,0.16,0.06,620,1
26.13,25.75,25.56,115,25,39,0.32,0.05,0.28,615,1
26.13,25.75,25.56,115,25,38,1.28,0.5,0.09,615,1
26.06,25.75,25.56,115,25,38,0.07,0.06,0.07,615,1
26.13,25.75,25.56,115,25,38,0.07,0.05,0.07,620,1
26.13,25.69,25.56,115,25,38,0.1,0.08,0.08,625,1
26.06,25.69,25.56,115,25,38,0.26,0.1,0.06,630,1
26.13,25.75,25.56,115,25,38,0.38,0.13,0.11,630,1
26.13,25.69,25.56,115,24,38,0.53,0.16,0.26,625,1
26.13,25.69,25.56,115,25,38,0.21,0.09,0.08,625,1
26.13,25.69,25.56,114,25,38,0.36,0.06,0.08,625,1
26.06,25.75,25.56,114,24,40,0.43,0.11,0.17,625,1
26.06,25.75,25.56,117,27,170,1.04,0.58,0.65,625,1
26.06,25.75,25.56,119,28,170,1.84,0.76,0.65,625,2
26.13,25.75,25.63,119,27,213,0.83,0.64,1.55,615,2
26.13,25.75,25.56,118,27,214,0.82,0.73,1.88,615,2
26.13,25.81,25.63,118,28,205,1.04,0.62,2.97,615,2
26.13,25.75,25.56,118,28,208,2.52,1.13,0.88,620,2
26.06,25.81,25.63,118,28,200,0.52,0.23,0.8,620,2
26.13,25.75,25.63,118,28,203,0.66,0.49,2.13,625,2
26.13,25.75,25.63,117,28,200,0.73,0.63,2.7,625,2
26.13,25.75,25.63,117,27,200,0.79,0.86,3.22,635,2
26.13,25.75,25.63,118,27,197,0.58,0.8,1.41,630,2
26.13,25.75,25.63,118,27,199,0.24,0.08,0.26,630,2
26.13,25.75,25.63,118,27,198,0.08,0.07,0.81,630,2
26.13,25.75,25.63,117,27,196,0.5,0.28,0.69,630,2
26.13,25.75,25.63,118,27,197,0.44,0.24,0.75,630,2
26.13,25.75,25.69,117,27,197,1.78,0.23,0.45,625,2
26.13,25.75,25.69,117,27,195,0.41,0.27,0.82,630,2
26.13,25.75,25.69,117,27,194,0.45,0.28,0.82,625,2
26.13,25.75,25.69,118,27,193,0.88,0.15,1.26,630,2
26.13,25.75,25.69,117,27,192,0.1,0.09,0.36,625,2
26.13,25.75,25.75,117,27,191,0.14,0.05,0.06,630,2
26.13,25.75,25.69,117,26,192,0.13,0.14,0.5,630,2
26.13,25.75,25.75,117,27,191,0.24,0.07,0.07,635,2
26.13,25.75,25.69,117,26,194,0.12,0.1,0.13,635,2
26.13,25.75,25.75,117,26,190,0.4,0.5,2.13,640,2
26.13,25.75,25.75,117,26,190,0.11,0.13,0.06,645,2
26.13,25.75,25.75,117,26,190,0.43,0.05,0.07,645,2
26.13,25.75,25.75,117,26,190,0.67,0.11,0.13,645,2
26.13,25.75,25.75,117,26,190,0.15,0.05,0.06,655,2
26.13,25.75,25.75,117,26,189,0.25,0.09,0.12,655,2
26.13,25.75,25.75,117,26,188,0.09,0.06,0.49,655,2
26.13,25.75,25.75,117,26,189,0.2,0.17,0.45,650,2
26.13,25.75,25.75,117,26,188,0.34,0.2,0.57,665,2
26.13,25.75,25.75,117,26,188,0.47,0.37,1.04,660,2
26.13,25.75,25.75,117,26,188,2.88,0.32,0.26,670,2
26.13,25.75,25.69,117,26,186,0.55,0.11,0.12,670,2
26.13,25.75,25.69,116,26,186,0.15,0.05,0.07,670,2
26.13,25.75,25.69,116,26,186,0.23,0.08,0.11,675,2
26.13,25.75,25.75,116,26,188,0.34,0.44,1.58,680,2
26.19,25.75,25.75,116,25,185,0.58,0.07,1.32,680,2
26.19,25.75,25.75,116,26,185,0.49,0.56,0.32,680,2
26.19,25.75,25.69,116,25,185,1.91,0.16,0.15,685,2
26.13,25.75,25.69,116,25,185,1.6,0.58,0.5,690,2
26.13,25.75,25.69,116,25,186,1.76,0.22,2.85,690,2
26.19,25.75,25.75,116,25,185,0.84,0.92,0.15,690,2
26.13,25.75,25.75,116,25,188,3.02,0.49,1.49,690,2
26.19,25.75,25.75,116,25,187,0.43,0.53,0.28,690,2
26.19,25.75,25.75,116,25,187,0.7,0.81,3.17,695,2
26.19,25.75,25.75,116,25,186,0.3,0.1,0.11,700,2
26.13,25.75,25.75,116,25,188,0.32,0.08,0.14,700,2
26.19,25.75,25.75,116,25,185,1.26,0.87,3.6,700,2
26.19,25.75,25.75,116,25,184,1.39,1.17,0.64,700,2
26.19,25.75,25.75,115,25,184,0.76,0.17,0.26,710,2
26.19,25.75,25.75,116,25,184,0.11,0.09,0.14,710,2
26.19,25.75,25.75,116,25,185,0.86,0.06,0.19,710,2
26.19,25.75,25.75,116,25,184,0.08,0.2,0.13,710,2
26.19,25.75,25.75,116,25,184,0.42,0.15,0.18,705,2
26.19,25.75,25.75,116,25,182,0.79,0.29,0.7,715,2
26.19,25.75,25.75,116,25,183,1.46,1.69,2.79,715,2
26.19,25.75,25.75,116,25,182,0.07,0.05,0.11,715,2
26.19,25.75,25.75,116,24,183,0.07,0.05,0.07,720,2
26.19,25.75,25.75,116,25,184,0.09,0.05,0.06,720,2
26.19,25.75,25.75,117,25,184,0.09,0.05,0.1,720,2
26.19,25.75,25.75,116,24,182,0.11,0.05,0.07,725,2
26.13,25.75,25.75,116,24,181,0.12,0.1,0.18,725,2
26.19,25.75,25.75,116,24,181,3.21,0.18,0.15,725,2
26.13,25.75,25.75,116,24,181,0.08,0.05,0.66,730,2
26.19,25.75,25.75,115,24,181,0.53,0.76,1.3,725,2
26.19,25.75,25.75,115,24,181,0.07,0.05,0.07,725,2
26.19,25.75,25.75,115,24,181,0.08,0.05,0.15,730,2
26.19,25.75,25.75,116,24,180,0.22,0.16,0.99,730,2
26.19,25.69,25.75,115,24,181,0.63,0.64,3.14,730,2
26.19,25.75,25.75,116,24,180,0.12,0.07,3.13,735,2
26.19,25.75,25.75,115,24,180,0.82,1.05,2.21,735,2
26.19,25.75,25.75,115,24,180,0.07,0.05,0.06,735,2
26.19,25.75,25.75,115,24,180,0.1,0.05,0.24,735,2
26.19,25.75,25.75,115,24,180,0.53,0.51,1.09,740,2
26.19,25.75,25.75,115,24,180,0.12,0.07,0.13,740,2
26.19,25.75,25.75,115,24,180,0.66,0.6,2.54,740,2
26.19,25.75,25.81,115,24,180,0.09,0.06,0.08,745,2
26.19,25.75,25.81,115,24,180,0.07,0.05,0.06,745,2
26.19,25.75,25.81,115,24,180,0.08,0.05,0.06,750,2
26.19,25.75,25.81,115,24,180,0.43,0.5,1.54,750,2
26.19,25.75,25.81,115,24,179,0.57,0.14,0.28,745,2
26.19,25.75,25.81,115,24,179,0.1,0.05,0.06,745,2
26.19,25.75,25.81,115,24,179,0.16,0.13,0.24,745,2
26.19,25.75,25.81,115,24,180,1.04,1.2,2.8,750,2
26.19,25.75,25.75,115,24,179,0.54,1.24,0.21,750,2
26.19,25.81,25.81,115,24,178,0.07,0.05,0.07,750,2
26.19,25.75,25.81,115,24,177,0.09,0.07,0.17,750,2
26.19,25.75,25.75,115,24,178,0.08,0.05,0.05,755,2
26.19,25.75,25.81,114,24,178,0.08,0.06,0.06,760,2
26.19,25.75,25.81,115,24,178,2.07,2.14,3.65,755,2
26.19,25.75,25.81,114,24,177,0.34,0.05,0.07,760,2
26.19,25.75,25.81,114,24,177,0.11,0.05,0.06,760,2
26.19,25.75,25.81,114,24,177,0.37,0.4,1.1,765,2
26.19,25.75,25.81,114,24,178,0.57,0.54,3.65,765,2
26.19,25.75,25.81,114,24,177,0.72,0.8,3.16,770,2
26.19,25.75,25.81,114,24,177,0.8,1.11,2.64,770,2
26.19,25.75,25.81,114,24,176,0.58,0.26,0.25,770,2
26.19,25.75,25.81,114,24,177,0.1,0.11,0.13,775,2
26.19,25.81,25.81,114,24,176,0.23,0.08,0.12,775,2
26.19,25.75,25.81,114,24,175,0.09,0.06,0.08,775,2
26.19,25.81,25.81,114,24,176,0.07,0.06,0.09,785,2
26.19,25.75,25.75,114,24,176,0.61,0.76,2.25,790,2
26.19,25.81,25.75,114,24,176,2.59,1.8,3.65,795,2
26.19,25.75,25.81,114,24,176,0.23,0.05,0.07,800,2
26.13,25.75,25.81,114,24,175,0.59,0.64,3.65,800,2
26.19,25.75,25.81,114,24,175,0.65,0.59,1.34,795,2
26.19,25.81,25.81,114,24,175,0.38,0.37,1.03,795,2
26.19,25.75,25.81,114,24,175,0.07,0.05,0.08,795,2
26.19,25.81,25.81,114,24,176,0.1,0.06,0.13,795,2
26.19,25.75,25.81,114,24,176,0.75,0.56,3.65,790,2
26.25,25.75,25.75,114,24,176,1.5,0.37,0.79,800,2
26.19,25.75,25.81,114,24,175,0.11,0.06,0.19,805,2
26.19,25.81,25.81,115,24,176,0.9,0.38,0.94,805,2
26.19,25.81,25.81,114,24,176,0.29,0.23,1.02,805,2
26.25,25.75,25.88,116,24,177,0.55,0.39,1.53,800,2
26.25,25.81,25.88,116,24,177,0.09,0.18,0.08,805,2
26.19,25.81,25.88,116,24,178,0.11,0.11,0.34,810,2
26.19,25.81,25.88,116,24,177,0.61,0.11,0.13,810,2
26.19,25.75,25.88,116,24,178,1.19,0.71,2.71,810,2
26.19,25.81,25.88,143,200,180,0.48,3.44,3.65,815,3
26.25,25.94,25.88,147,226,180,1.15,1.25,1.41,815,3
26.19,25.88,25.88,149,237,180,0.19,0.05,0.52,820,3
26.19,25.88,25.81,150,242,180,0.45,0.63,0.39,825,3
26.25,25.88,25.81,150,242,180,0.11,0.1,0.15,830,3
26.25,25.88,25.81,150,242,180,0.64,0.47,3.65,825,3
26.25,25.88,25.88,149,241,180,0.09,0.07,0.15,830,3
26.25,25.88,25.88,149,241,180,0.85,0.35,0.2,830,3
26.19,25.81,25.94,150,240,180,0.08,0.06,0.23,835,3
26.19,25.88,25.94,149,240,180,0.08,0.06,0.2,835,3
26.25,25.88,25.94,149,240,180,0.13,0.09,0.28,830,3
26.25,25.88,25.94,149,240,180,0.08,0.23,0.13,830,3
26.25,25.88,25.94,149,239,180,0.08,0.25,0.11,830,3
26.19,25.88,25.94,150,239,180,1.45,1.15,3.65,830,3
26.25,25.88,25.88,149,239,180,0.44,0.34,0.29,825,3
26.25,25.88,25.88,149,238,180,0.08,0.06,0.21,820,3
26.25,25.88,25.88,149,238,180,0.06,0.05,0.07,820,3
26.19,25.88,25.94,149,238,180,0.91,0.69,2.59,820,3
26.25,25.88,25.88,149,238,179,1.02,0.79,2.23,830,3
26.25,25.88,25.88,149,237,179,0.34,1.95,0.96,835,3
26.25,25.88,25.88,148,237,179,0.14,0.06,0.23,840,3
26.19,25.88,25.88,149,237,179,0.26,0.29,0.92,845,3
26.25,25.94,25.88,150,239,180,0.1,0.06,0.08,850,3
26.25,25.94,25.88,150,239,180,0.64,0.63,1.86,860,3
26.19,25.94,25.88,150,238,179,0.52,0.81,1.95,860,3
26.25,25.94,25.88,150,238,180,0.08,0.05,0.15,860,3
26.19,25.94,25.88,150,238,180,0.07,0.04,0.07,860,3
26.25,25.88,25.88,150,238,179,0.58,0.62,2.44,860,3
26.25,25.94,25.94,149,237,180,0.85,0.56,1.97,855,3
26.25,25.94,25.94,149,237,180,1.18,0.32,1.46,860,3
26.25,25.94,25.94,150,237,180,0.21,0.13,0.2,865,3
26.25,25.94,25.88,149,237,180,0.42,0.09,0.22,865,3
26.25,25.94,25.94,148,236,180,0.16,0.05,0.06,870,3
26.31,25.94,25.88,148,235,179,0.21,1.88,0.21,870,3
26.25,26.25,25.94,148,235,179,0.21,1.62,0.18,875,3
26.25,26.5,25.94,149,236,180,1.6,0.67,2.71,880,3
26.25,26.75,25.94,149,236,179,0.13,0.15,0.22,885,3
26.25,27,25.88,148,236,179,0.16,0.17,0.29,890,3
26.25,27.13,25.94,148,235,178,0.08,0.08,0.06,895,3
26.25,27.56,25.88,148,235,179,2.15,0.21,0.32,890,3
26.25,27.5,25.94,148,235,178,0.31,0.98,0.13,890,3
26.25,27.13,25.94,148,235,178,0.24,0.25,0.61,890,3
26.25,27,25.88,148,235,177,1.25,0.5,0.09,890,3
26.25,26.81,25.94,149,235,178,0.13,0.07,0.17,895,3
26.31,26.75,25.94,148,235,178,0.12,0.06,0.09,895,3
26.25,26.63,25.94,148,234,178,1.25,1.27,3.58,900,3
26.25,26.56,25.94,147,234,177,1.81,1.33,2.37,905,3
26.31,26.56,26,148,235,179,0.7,0.53,1.98,905,3
26.25,26.5,25.94,148,235,178,0.93,0.2,0.35,920,3
26.31,26.5,25.94,148,235,178,1.73,0.09,0.17,930,3
26.31,26.5,25.94,148,235,178,0.42,0.15,0.18,935,3
26.31,26.44,25.94,148,235,178,0.9,0.68,3.03,940,3
26.31,26.44,25.94,148,235,179,1.4,0.58,0.38,950,3
26.31,26.44,26,149,235,178,0.96,0.22,0.25,955,3
26.31,26.38,25.94,149,236,178,0.24,0.13,0.08,960,3
26.31,26.38,26,149,236,180,0.44,0.31,1.34,965,3
26.31,26.38,25.94,149,235,178,0.58,2.85,1.89,965,3
26.31,26.31,25.94,148,234,178,0.61,0.19,0.16,970,3
26.31,26.38,26,148,234,177,0.98,0.53,2.54,975,3
26.31,26.44,26,147,234,178,0.52,0.17,0.13,970,3
26.31,26.44,26,148,234,177,0.24,0.83,0.89,975,3
26.31,26.44,26,148,234,178,0.24,0.14,0.48,975,3
26.31,26.44,26,148,234,178,0.24,0.76,0.4,980,3
26.31,26.44,26,148,235,178,0.43,0.26,0.51,985,3
26.25,26.38,26,148,234,177,1.14,0.48,0.43,985,3
26.25,26.38,26,148,234,178,1.61,0.57,0.43,985,3
26.31,26.31,26,148,234,177,0.7,0.44,1.7,995,3
26.31,26.38,26.06,148,234,178,0.45,2.88,1.62,995,3
26.25,26.38,26.06,148,234,177,0.66,0.33,1.26,995,3
26.31,26.38,26,148,234,178,2.23,0.45,1.55,995,3
26.31,26.38,26,148,234,178,0.54,0.27,1.85,995,3
26.25,26.38,26,148,234,178,0.1,0.05,0.07,1000,3
26.31,26.38,26,148,235,179,0.1,0.05,0.07,1000,3
26.31,26.38,26,148,234,178,0.14,0.12,0.16,1010,3
26.25,26.38,26,148,234,179,0.86,0.3,0.24,1015,3
26.25,26.31,26,149,235,178,0.9,0.83,2.85,1015,3
26.25,26.31,26,149,234,178,0.5,0.35,2.04,1015,3
26.31,26.31,26,149,234,178,1.03,1.46,3.66,1015,3
26.31,26.31,26,148,234,178,0.46,0.21,0.59,1025,3
26.25,26.38,26,149,234,177,0.32,0.25,0.83,1025,3
26.31,26.31,26,148,235,179,0.75,0.31,0.53,1025,3
26.31,26.38,26,149,234,179,0.77,0.16,0.22,1025,3
26.31,26.38,26,149,234,179,0.12,0.15,0.23,1030,3
26.25,26.38,26,148,234,178,0.21,1.26,0.21,1040,3
26.25,26.38,25.94,149,234,179,0.82,0.73,2.9,1035,3
26.31,26.38,25.94,148,234,177,0.45,0.39,1.88,1035,3
26.31,26.31,26,148,234,178,0.43,0.2,0.17,1045,3
26.25,26.38,26,148,234,177,0.93,0.84,3.26,1050,3
26.25,26.38,26,147,234,177,0.66,0.8,2.21,1055,3
26.25,26.31,26,148,234,179,0.79,0.31,0.74,1055,3
26.25,26.31,26,148,234,178,0.99,0.43,1.51,1060,3
26.25,26.31,26,148,234,178,0.39,0.19,0.41,1060,3
26.25,26.31,26,149,234,178,0.97,0.14,0.35,1055,3
26.31,26.44,26,149,234,178,0.51,0.14,0.19,1055,3
26.25,26.38,26,149,235,179,1.59,0.66,0.55,1060,3
26.25,26.44,26,149,236,178,1.07,0.4,0.91,1065,3
26.25,26.56,25.94,150,235,180,0.33,0.27,1.09,1065,3
26.25,26.81,25.94,149,237,180,0.27,0.22,0.11,1070,3
26.25,26.75,26,149,235,179,2.32,1.07,3.54,1075,3
26.25,26.63,25.94,150,235,179,0.09,0.17,0.08,1070,3
